username,category,num_followers,num_followees,num_posts
thassianaves,fashion,3152072.0,1000.0,14340.0
aguaparanescafe,fashion,30540.0,884.0,1331.0
thefashionmatters,fashion,15701.0,2584.0,1632.0
gksieben,fashion,47734.0,455.0,229.0
sheelachristyn,fashion,8056.0,632.0,644.0
fab50slife,fashion,5850.0,1250.0,421.0
tabbilane,fashion,23693.0,1728.0,1740.0
distinctandcurvymodels,fashion,1622.0,78.0,434.0
chezrust,fashion,320708.0,136.0,492.0
unakrlic,fashion,73824.0,372.0,369.0
nivine.kweik,fashion,3414.0,680.0,407.0
sunnaneufeglise,fashion,50375.0,111.0,402.0
yesmissy,fashion,21840.0,1206.0,992.0
dathias,fashion,61126.0,2223.0,2596.0
jesspennartz,fashion,16086.0,1463.0,790.0
missrachelalice,fashion,108160.0,476.0,574.0
dashing_darlin,fashion,57165.0,1280.0,796.0
aoibhmurphy,fashion,18181.0,760.0,826.0
andrewjim,fashion,33361.0,1900.0,1322.0
christineleeee,fashion,7933.0,973.0,467.0
kyriskat,fashion,9026.0,361.0,502.0
berndschuermannshowroom,fashion,4269.0,3904.0,1208.0
janalang__,fashion,135520.0,369.0,396.0
fleurandrea,fashion,46123.0,3122.0,992.0
basicallybananaslook,fashion,3376.0,1211.0,472.0
cocktailsandheels,fashion,21812.0,1402.0,1235.0
verena_ahmann,fashion,110417.0,1223.0,1521.0
gabyeclara,fashion,40810.0,2442.0,2638.0
anastasia_tsilimpiou,fashion,221662.0,375.0,538.0
lovelyamystyle,fashion,58592.0,534.0,5880.0
cailaquinn,fashion,353837.0,1921.0,1971.0
hannahrayninja,fashion,64398.0,435.0,1172.0
theurbanslang,fashion,22041.0,163.0,930.0
marinamcavoy,fashion,117728.0,840.0,1672.0
lorenagodoy,fashion,33937.0,1327.0,1885.0
dressbyganta,fashion,5621.0,1833.0,367.0
chiaratotire,fashion,63928.0,1157.0,1525.0
alyssa.lenore,fashion,125363.0,386.0,3244.0
thejasminelizabeth,fashion,49740.0,554.0,380.0
shazyzahid,fashion,23655.0,1343.0,790.0
mireiambeyourself,fashion,53168.0,3757.0,549.0
alexisshv,fashion,60724.0,2698.0,282.0
samknupp,fashion,9328.0,1306.0,486.0
emilycanham,fashion,567384.0,390.0,1244.0
courtneysmithstyle,fashion,54406.0,2764.0,4476.0
nathaliemunozx3,fashion,43740.0,245.0,672.0
lai_tiffany,fashion,9922.0,747.0,738.0
angystearoom,fashion,93608.0,841.0,3271.0
erasoandrea,fashion,25454.0,1549.0,1194.0
samiorenelda,fashion,38284.0,955.0,2490.0
literallyyg,fashion,9551.0,1173.0,2243.0
cheridan.taylor,fashion,1986.0,853.0,528.0
mireilledm,fashion,58704.0,17.0,593.0
mmarianaribeiro,fashion,92533.0,111.0,3717.0
jonathancavaliere,fashion,18506.0,1244.0,2172.0
aleydaortiz,fashion,402378.0,481.0,1957.0
mrssaripalli,fashion,9709.0,1283.0,1014.0
nimiblackwell,fashion,153681.0,585.0,459.0
van.tuxx,fashion,31601.0,2319.0,468.0
jaybraun,fashion,18958.0,394.0,298.0
emilyjobrien,fashion,3968.0,7469.0,647.0
marcforne,fashion,397897.0,1430.0,6431.0
fiioredimaggio,fashion,20668.0,5356.0,797.0
suceskazra,fashion,3965.0,458.0,287.0
thepeckingorder,fashion,104223.0,240.0,1136.0
ijeomakola,fashion,49403.0,1355.0,1473.0
walkinginmemphisinhighheels,fashion,105739.0,912.0,5618.0
guymusthave,fashion,12058.0,6437.0,727.0
missmayparis,fashion,18620.0,4369.0,780.0
hannahdtrick,fashion,36739.0,3671.0,1274.0
irisdijkers,fashion,213040.0,436.0,1664.0
officialmanou,fashion,170698.0,1224.0,1157.0
frixday,fashion,62794.0,422.0,750.0
lovechauntie,fashion,19488.0,516.0,664.0
andreamendi,fashion,17153.0,1547.0,558.0
itssangtime,fashion,110126.0,490.0,706.0
haaaaneey_,fashion,4784.0,421.0,299.0
senisilva,fashion,27578.0,684.0,1052.0
viva_lamoda,fashion,105398.0,724.0,1682.0
livinginyellow,fashion,158807.0,1449.0,5981.0
corinnesilver,fashion,21650.0,1678.0,321.0
miki__yoshida,fashion,23069.0,352.0,4673.0
matildaasv,fashion,5299.0,386.0,673.0
burcu_ergin,fashion,17815.0,1362.0,629.0
lebloguedejulie,fashion,3546.0,548.0,4699.0
daniellecohn,fashion,2654975.0,2207.0,883.0
glitterandlazers,fashion,290727.0,506.0,2452.0
luizabsobral,fashion,279086.0,1902.0,7015.0
mrs.rebeccarobinson,fashion,83376.0,3756.0,1468.0
malditopretell,fashion,16680.0,4301.0,2493.0
gemmamr,fashion,17286.0,449.0,2253.0
stephdemirj,fashion,21744.0,633.0,552.0
missjuliakelly,fashion,2060623.0,418.0,385.0
thisishowwewearit,fashion,114088.0,998.0,1185.0
fromtheheelsup,fashion,23385.0,1023.0,967.0
edusaz,fashion,32739.0,1859.0,542.0
byluanaviana,fashion,48571.0,466.0,3248.0
bornorigingal,fashion,25570.0,6271.0,523.0
beautiful_.ladies,fashion,3673.0,466.0,1749.0
locks.and.frocks,fashion,2455.0,690.0,370.0
ayaka__0427,fashion,10843.0,294.0,435.0
frollein_herr,fashion,16458.0,1493.0,1229.0
richasethii,fashion,18530.0,3834.0,596.0
susamamma,fashion,7476.0,483.0,669.0
stylesalute_com,fashion,20085.0,1129.0,1215.0
thebabblingblondes,fashion,13772.0,1445.0,356.0
cinnamonstyle,fashion,424951.0,238.0,4575.0
vegetarianboy,fashion,2614.0,2032.0,516.0
thatsotee,fashion,196292.0,236.0,2028.0
andyandra,fashion,4492.0,1076.0,2434.0
jtofashion,fashion,280026.0,446.0,1927.0
galagonzalez,fashion,972211.0,1009.0,7222.0
cookiecat.herine,fashion,3256.0,1175.0,339.0
mikaela.pabon,fashion,10725.0,1770.0,1656.0
leiasfez,fashion,153738.0,367.0,803.0
irene_buffa,fashion,229506.0,2674.0,925.0
angelacaloisi,fashion,460069.0,230.0,696.0
kendy.du,fashion,64017.0,1028.0,1130.0
will.mn,fashion,2292.0,980.0,451.0
makaylamclovin,fashion,37319.0,429.0,171.0
m0reniita,fashion,73339.0,573.0,1014.0
erikabarbato,fashion,108948.0,497.0,2839.0
estefysotomayor,fashion,16374.0,2437.0,1888.0
nastasijastosic,fashion,31843.0,709.0,860.0
themonoclemuse,fashion,12147.0,657.0,358.0
shesthecontessa,fashion,36591.0,1971.0,1133.0
instaliene,fashion,10321.0,892.0,229.0
designerq.official,fashion,17564.0,2254.0,1107.0
gregsstyleguide,fashion,4072.0,746.0,943.0
nirvana.abdul,fashion,24864.0,1923.0,618.0
collagevintage,fashion,1093427.0,698.0,6129.0
coffeewithjohanna,fashion,186890.0,453.0,679.0
jennymustard,fashion,95782.0,564.0,1562.0
itskristinchirico,fashion,393267.0,764.0,406.0
thisislavinya,fashion,2280.0,387.0,424.0
theannaedit,fashion,413195.0,387.0,2482.0
jennifer.von.da.lutz,fashion,8013.0,556.0,540.0
jennifersrv,fashion,11139.0,994.0,405.0
thelifewithnicole,fashion,2082.0,1651.0,565.0
_mllexceline_,fashion,5054.0,362.0,1340.0
jeroenvanes,fashion,85195.0,3379.0,415.0
thefashionheist,fashion,53707.0,5985.0,2580.0
chaosofkyra,fashion,5882.0,986.0,726.0
about_yvi,fashion,17532.0,718.0,530.0
karinjinsui,fashion,1189258.0,736.0,1663.0
ruslanagee,fashion,664818.0,329.0,1025.0
yvonnedilauro,fashion,14213.0,541.0,448.0
iampatrickmason,fashion,31549.0,2221.0,352.0
blonde_inthedistrict,fashion,51691.0,5302.0,3016.0
danielleebrownn,fashion,28855.0,355.0,688.0
savageistheking,fashion,12613.0,562.0,1435.0
fifteenminfame,fashion,5279.0,460.0,749.0
dimitragl_,fashion,23881.0,7320.0,259.0
sclafi,fashion,15498.0,1887.0,682.0
daphisticated,fashion,67762.0,1526.0,2059.0
workout_unicorn,fashion,253446.0,306.0,560.0
meghangamil,fashion,3031.0,981.0,735.0
emmakehoe,fashion,31442.0,726.0,3478.0
niicolecorrales,fashion,237410.0,711.0,695.0
thepositivenews,fashion,24264.0,500.0,438.0
snigdhaparijat,fashion,29000.0,1469.0,981.0
sarahmian,fashion,57694.0,589.0,1562.0
nikkimarinus,fashion,103151.0,824.0,1171.0
jackiegiardina,fashion,25965.0,1463.0,3449.0
alyssapabalan,fashion,10489.0,1136.0,477.0
sarahknuth,fashion,157603.0,762.0,4667.0
sabinecs,fashion,31366.0,736.0,887.0
rosa.bay,fashion,103341.0,547.0,539.0
nifty50fabulous,fashion,4245.0,1569.0,508.0
glamprotocol,fashion,175480.0,366.0,1963.0
wondercoated,fashion,7875.0,1037.0,385.0
herr_lich_fit,fashion,35263.0,493.0,1042.0
aleesha_h,fashion,4674.0,956.0,2376.0
theivorydiary,fashion,100241.0,1962.0,2449.0
rachelmeibergen,fashion,16958.0,374.0,389.0
georgiaindia,fashion,12636.0,1051.0,2837.0
things.sheloves,fashion,58181.0,823.0,342.0
the.cat.with.a.hat,fashion,5694.0,819.0,1043.0
chocolateismyvice,fashion,9114.0,1327.0,383.0
aliimoron,fashion,190317.0,1501.0,1636.0
xmarlindeee,fashion,8243.0,2355.0,326.0
veronica_giomini,fashion,293901.0,957.0,2461.0
yanafishchuk,fashion,15514.0,473.0,872.0
thecodeofstyle,fashion,300922.0,131.0,780.0
rosenyfrancois,fashion,83514.0,1117.0,750.0
paradise.of.glam,fashion,44081.0,95.0,2529.0
daphnie.pearl,fashion,24088.0,783.0,795.0
carmencabezasphoto,fashion,26582.0,1067.0,2859.0
mademoiselleaia,fashion,20991.0,480.0,1340.0
freely_c,fashion,5497.0,1328.0,359.0
iriskristen,fashion,22606.0,1168.0,590.0
thenavarose,fashion,33900.0,1263.0,641.0
sparklingsoutherner,fashion,7006.0,1514.0,532.0
llymlrs,fashion,157417.0,301.0,4237.0
melanycecilia,fashion,15735.0,386.0,621.0
sgstyleme,fashion,3318.0,1951.0,3503.0
gabyquintero17,fashion,92126.0,1121.0,856.0
claudiameyx,fashion,10125.0,1037.0,195.0
vanessa__mariposa,fashion,150656.0,483.0,548.0
trendychickadee,fashion,74528.0,1827.0,1566.0
diaryofthisgirlmegan,fashion,12503.0,3810.0,2818.0
thriftyfatty,fashion,2048.0,808.0,255.0
heleneebel,fashion,43140.0,949.0,1090.0
2khtstylish,fashion,31813.0,1985.0,358.0
fashionlayn,fashion,1732.0,1079.0,863.0
mairafdezgo,fashion,4562.0,3899.0,151.0
jenniferora,fashion,150744.0,466.0,1457.0
_lilliaana_,fashion,30553.0,364.0,426.0
edenspleen,fashion,1616.0,1341.0,292.0
mikemuellner,fashion,26447.0,968.0,788.0
lisabuchegger,fashion,7198.0,736.0,1387.0
jusmrolon,fashion,34539.0,1212.0,1430.0
lkrss1,fashion,7015.0,532.0,2039.0
jananofasshon,fashion,25739.0,1832.0,355.0
emiliechow,fashion,5103.0,973.0,948.0
madelineaford,fashion,369572.0,807.0,751.0
alexrookeblog,fashion,10608.0,1527.0,1365.0
mrsleannacarson,fashion,3777.0,1292.0,760.0
jessica_vanheerden,fashion,9912.0,879.0,922.0
veneziacruz,fashion,203826.0,2286.0,281.0
a_romangirl_in_miami,fashion,28598.0,2431.0,547.0
missaquia,fashion,7421.0,748.0,1326.0
laviniaaioana,fashion,42876.0,1454.0,1748.0
la.staffiuss,fashion,20051.0,1197.0,279.0
madelinekimberly,fashion,5435.0,643.0,390.0
bymaelle_,fashion,15801.0,922.0,713.0
jillgourlayx,fashion,13033.0,2472.0,684.0
akeeleywhite,fashion,10037.0,851.0,2386.0
missmisschelle,fashion,49186.0,1286.0,1470.0
untrucalamode,fashion,5776.0,1737.0,988.0
trendy_taste,fashion,535667.0,999.0,4547.0
emmacorriehill,fashion,106022.0,1384.0,950.0
caseebrimblecombe,fashion,17989.0,377.0,645.0
robertaruiu,fashion,83293.0,1.0,1675.0
iamnicolaruscino,fashion,222070.0,241.0,702.0
blvckxkev,fashion,42736.0,1253.0,768.0
jc_brands73,fashion,1432.0,1651.0,307.0
thenoshlife,fashion,4317.0,2503.0,956.0
outfitspertutte,fashion,196468.0,1258.0,9503.0
thepinksnob,fashion,1512.0,1624.0,957.0
john_riot,fashion,46254.0,743.0,223.0
lexigarofalo,fashion,3010.0,1523.0,885.0
daniellalaurentia,fashion,46996.0,1319.0,822.0
raisapolato,fashion,32510.0,1099.0,3828.0
heidstyle,fashion,18449.0,6159.0,415.0
jessica_peet,fashion,7429.0,749.0,261.0
shop_justatouchboutique,fashion,31236.0,7394.0,4231.0
michelematuro,fashion,465235.0,246.0,577.0
kait_yoniski,fashion,5809.0,3273.0,576.0
iolandacorio,fashion,10202.0,2224.0,1723.0
carlotavadillo,fashion,10959.0,629.0,614.0
mvb,fashion,571149.0,379.0,1033.0
dulceida,fashion,2522950.0,767.0,7355.0
natashamsandhu,fashion,243649.0,706.0,1125.0
theprepguy,fashion,25158.0,1766.0,1299.0
patigiemza,fashion,27765.0,421.0,612.0
healthy_mandy,fashion,70935.0,670.0,421.0
kendall.lauren_,fashion,12309.0,550.0,271.0
clarialonso,fashion,1756237.0,1007.0,2502.0
xinlinnn,fashion,87946.0,1445.0,3469.0
ciaobellafran,fashion,9968.0,1340.0,323.0
aliaslouiseblog,fashion,12793.0,1987.0,1205.0
tessalindsaygarcia,fashion,45731.0,1331.0,3428.0
missclaudialouise,fashion,15163.0,965.0,862.0
smoothassilkblog,fashion,1648.0,1379.0,250.0
whoisapneet,fashion,6428.0,497.0,988.0
dzutstsati,fashion,42141.0,929.0,820.0
style.guide.for.men,fashion,21374.0,1557.0,1422.0
beanpole.accessory,fashion,27110.0,13.0,851.0
millicakrstic,fashion,19381.0,761.0,315.0
mlk_andrea,fashion,3284.0,999.0,1151.0
lifeoflone,fashion,11187.0,988.0,325.0
goldwilldigger,fashion,9676.0,1356.0,638.0
being_bettina,fashion,2343.0,1370.0,314.0
__marnifique__,fashion,39747.0,1428.0,1247.0
dressedfortime,fashion,8655.0,3394.0,1635.0
mbstyliste,fashion,1754.0,309.0,1408.0
evachen212,fashion,1020325.0,1151.0,9895.0
maddie.neville,fashion,16261.0,1741.0,300.0
erika_n.c.r,fashion,5941.0,611.0,2721.0
cheetahtalkymas,fashion,12740.0,422.0,647.0
rebeccaruber,fashion,56316.0,575.0,500.0
fitfreedomlifestyle,fashion,8198.0,1044.0,347.0
sandra_wyte,fashion,7055.0,967.0,467.0
cubicle_chic,fashion,4664.0,1267.0,1059.0
winton_ave,fashion,31429.0,3734.0,723.0
thenikkistandard,fashion,9730.0,782.0,707.0
glamandpanache,fashion,53830.0,3491.0,482.0
erinbachman_,fashion,27629.0,1378.0,849.0
curvy_roamer,fashion,19059.0,1994.0,2425.0
bollywood_club__,fashion,15981.0,302.0,1795.0
thetinytay,fashion,18987.0,2161.0,652.0
annekathrinjahnel,fashion,6008.0,238.0,306.0
specsandblazers,fashion,107568.0,256.0,1169.0
vivitowers,fashion,37167.0,1901.0,1260.0
amandamccants,fashion,24461.0,2259.0,505.0
cayleth,fashion,26658.0,5083.0,332.0
alldolledupblog,fashion,26484.0,2405.0,3307.0
beha_nguyen,fashion,316445.0,213.0,1011.0
teresayluciana,fashion,26985.0,967.0,596.0
christie_ferrari,fashion,504926.0,1417.0,1885.0
omayazein,fashion,552448.0,282.0,607.0
belenhostalet,fashion,770647.0,880.0,2336.0
zaira.nara,fashion,2440777.0,896.0,3511.0
hellosilhouette,fashion,5826.0,2784.0,994.0
thedrk_knight,fashion,1545.0,776.0,275.0
carly_heasley,fashion,4315.0,1382.0,989.0
brittamaxime,fashion,52854.0,964.0,2228.0
matarai_aya,fashion,124663.0,552.0,1468.0
diipakhosla,fashion,934372.0,950.0,883.0
itsmejack,fashion,52179.0,870.0,606.0
eylemwho,fashion,7394.0,1193.0,599.0
gailsrails,fashion,12046.0,734.0,1025.0
chakeup,fashion,271682.0,290.0,629.0
cocobassey,fashion,153399.0,799.0,955.0
yasmine.zahran,fashion,60760.0,632.0,692.0
chhaviverg,fashion,20683.0,924.0,561.0
thealohababe,fashion,72218.0,3787.0,1647.0
camillaknudsen_,fashion,20025.0,767.0,1088.0
thestyleheiress,fashion,6917.0,654.0,2997.0
niccc_xox,fashion,10814.0,1991.0,1629.0
melissaashburn,fashion,11503.0,375.0,476.0
fannylbld_,fashion,6228.0,780.0,1209.0
beadandreel,fashion,15436.0,248.0,944.0
prettyfrowns,fashion,236377.0,592.0,1818.0
threadtherapy,fashion,18830.0,1101.0,895.0
noemi_lifeisabook,fashion,17935.0,982.0,1612.0
the_curvy_princess,fashion,58585.0,313.0,970.0
larmoiredesoso,fashion,197502.0,496.0,1516.0
la.brandon,fashion,7917.0,955.0,702.0
danubiasousa,fashion,23935.0,4256.0,1313.0
rachel_bada,fashion,50774.0,496.0,584.0
laurenashliie,fashion,6594.0,1216.0,843.0
miss_alk,fashion,14543.0,1359.0,1760.0
marjaana_lehtinen,fashion,11075.0,953.0,463.0
chiara_stk,fashion,178840.0,696.0,346.0
haruka_nagakura,fashion,62662.0,348.0,7898.0
hannahleigh0,fashion,39646.0,1214.0,528.0
southcoaststyleoc,fashion,80786.0,810.0,2014.0
menwillin,fashion,16792.0,3581.0,778.0
memissgirl,fashion,249256.0,1875.0,1598.0
lejournaldeclara,fashion,12868.0,521.0,719.0
jenniferkipp,fashion,12720.0,1236.0,1204.0
erinkayyeung,fashion,1473.0,994.0,383.0
wong.jpg,fashion,29941.0,912.0,724.0
kernowbelle,fashion,3887.0,1047.0,982.0
roque_80,fashion,212214.0,804.0,1566.0
alexfinch_,fashion,72806.0,1171.0,499.0
atgreenwell,fashion,10284.0,1339.0,1305.0
megandeangelis,fashion,1898367.0,1806.0,1771.0
anexplorersheart,fashion,18758.0,877.0,812.0
larissalaudenberger,fashion,21882.0,2411.0,1222.0
swamicaputo,fashion,629784.0,882.0,557.0
nathalie.civ,fashion,12520.0,736.0,699.0
justincabal,fashion,2400.0,1031.0,533.0
voluptuousleah,fashion,83322.0,2025.0,1531.0
shaelahmcgilton,fashion,15682.0,775.0,177.0
giannina.mercedes,fashion,10270.0,760.0,433.0
odracir021,fashion,12927.0,2098.0,270.0
annie_rose_cole,fashion,225960.0,683.0,828.0
chanteburkett,fashion,213194.0,1610.0,2994.0
annavyazova,fashion,125748.0,5526.0,757.0
lisa_allen,fashion,91266.0,792.0,1371.0
emmas_parlour,fashion,30047.0,1912.0,1001.0
princemaasai,fashion,12106.0,1671.0,2236.0
lexpander,fashion,43335.0,651.0,749.0
le__s__mi,fashion,14831.0,221.0,587.0
saimascorner,fashion,355197.0,560.0,889.0
catarina.fernandees,fashion,47550.0,887.0,709.0
nachoyanes88,fashion,34388.0,5603.0,1066.0
misstommy,fashion,81420.0,146.0,1891.0
madeleinehellerod,fashion,10488.0,383.0,961.0
evelynkazantzoglou,fashion,111132.0,1691.0,2002.0
tigistgls,fashion,85079.0,1473.0,1031.0
roseoffashion,fashion,90832.0,273.0,396.0
thefoxandshe,fashion,79032.0,597.0,4295.0
chloesugarr,fashion,10438.0,1412.0,321.0
cassidysecrets,fashion,12238.0,988.0,1124.0
clara.berry,fashion,181497.0,914.0,966.0
jessicakohh,fashion,64475.0,364.0,338.0
priscilla_krentenbrood,fashion,10210.0,3196.0,511.0
tanyakupelian,fashion,22213.0,617.0,655.0
ashleynordyke,fashion,2180.0,1371.0,278.0
laluz.store,fashion,21165.0,92.0,418.0
amitthakur_hair,fashion,69653.0,460.0,372.0
thread_and_grain,fashion,4501.0,1701.0,864.0
ruben_rua,fashion,224555.0,429.0,2272.0
daman_magazine,fashion,22797.0,992.0,6562.0
rickeythompson,fashion,1690767.0,900.0,1884.0
finlay_fox,fashion,17131.0,1196.0,1785.0
heleahy,fashion,6743.0,1142.0,849.0
brookemcauley_,fashion,19603.0,1250.0,1453.0
danieltonijais,fashion,156671.0,912.0,1184.0
vanesabasanta,fashion,228398.0,727.0,1817.0
timonthegram,fashion,105483.0,2176.0,1245.0
therubinrose,fashion,101125.0,4011.0,1096.0
lexiconofstyle,fashion,105837.0,3943.0,2532.0
seebss,fashion,5115.0,563.0,253.0
eyasghir,fashion,101247.0,1584.0,1148.0
dymondsflawlesss,fashion,71758.0,494.0,804.0
michellerdk,fashion,1633.0,2306.0,872.0
foggoffashion,fashion,43021.0,7431.0,3535.0
christheticz,fashion,62956.0,328.0,569.0
melissamandula,fashion,9948.0,748.0,1286.0
ericaligenza,fashion,67081.0,1359.0,2148.0
celineaagaard_,fashion,168534.0,5046.0,6169.0
mariemghariani,fashion,19286.0,1513.0,743.0
tracisteele,fashion,669038.0,289.0,1223.0
maya_nilsen,fashion,117306.0,523.0,533.0
kobibrackenfromthelakers,fashion,8267.0,885.0,1258.0
fiftytwothursdays,fashion,52055.0,1774.0,2760.0
truelane,fashion,64179.0,548.0,4485.0
gabriela_dobreva,fashion,10062.0,4417.0,269.0
winnnterrr,fashion,14241.0,671.0,444.0
soniamencarelli,fashion,42753.0,343.0,787.0
myvioletdelights,fashion,8941.0,1817.0,777.0
johanneshuebl,fashion,960792.0,59.0,1905.0
jess_soothill,fashion,22432.0,1383.0,1501.0
giovannagoglino,fashion,29375.0,721.0,1031.0
bettersunkissed,fashion,32115.0,993.0,648.0
anyabenton,fashion,229377.0,566.0,608.0
giuliasalemi,fashion,436483.0,1628.0,2475.0
hadley.love,fashion,1130.0,280.0,356.0
darlingdearest,fashion,7093.0,2376.0,829.0
fernandazorzal,fashion,41457.0,1229.0,965.0
lonestar.looking.glass,fashion,64144.0,1655.0,2115.0
zozoewi,fashion,3260.0,1727.0,1765.0
cornerstoneforthoughts,fashion,1258.0,1683.0,831.0
theleorusproject,fashion,1436.0,502.0,775.0
sherine_hamdy,fashion,84511.0,2784.0,1257.0
coraldeelasi,fashion,70417.0,436.0,683.0
xkamillax,fashion,138759.0,344.0,270.0
patricejwill,fashion,8044.0,679.0,2721.0
nathaliefabienne,fashion,13977.0,3968.0,500.0
susana_lpz,fashion,11406.0,6979.0,1193.0
adyeljuergensen,fashion,25146.0,307.0,1181.0
polydeux,fashion,10332.0,770.0,1806.0
madeofstil,fashion,10548.0,1298.0,1035.0
lalanoleto,fashion,1108473.0,1734.0,13492.0
glitterglucose,fashion,16338.0,2577.0,1119.0
ashleynii,fashion,37209.0,1578.0,1462.0
juliatoivola,fashion,26854.0,704.0,1740.0
girlisart,fashion,32403.0,1401.0,742.0
chanellealyssa,fashion,9354.0,366.0,658.0
thew_lifestyle,fashion,232414.0,1492.0,634.0
dylanbenjam,fashion,51354.0,135.0,800.0
tamaramainardi,fashion,1097.0,929.0,498.0
saalekaa,fashion,29155.0,956.0,405.0
olimpietta,fashion,103659.0,518.0,1583.0
hautemamastyle,fashion,14976.0,745.0,1065.0
ohmygarters,fashion,160348.0,2156.0,743.0
itsevachung,fashion,1576.0,419.0,524.0
morepaulina_,fashion,6630.0,2474.0,278.0
alishalemayx,fashion,96895.0,1921.0,2099.0
suburbansocialite,fashion,11315.0,2621.0,278.0
tiffanyevanna,fashion,5107.0,1967.0,1020.0
itsbronde,fashion,25871.0,301.0,1229.0
marta.pasqualato,fashion,333326.0,214.0,481.0
etceteramodus,fashion,34717.0,967.0,1073.0
theautumngirl_,fashion,11034.0,727.0,773.0
dressingleeloo,fashion,111429.0,366.0,12208.0
leloupdort,fashion,28152.0,4802.0,646.0
victoriaxstyle,fashion,8880.0,920.0,371.0
oliviarouyre,fashion,403358.0,310.0,354.0
________erikaitou___,fashion,16566.0,514.0,418.0
shiocat_,fashion,1684.0,600.0,1561.0
solpaulino,fashion,7684.0,843.0,493.0
missannastomosis,fashion,39264.0,594.0,1941.0
kirti_malik,fashion,43954.0,1523.0,953.0
kimiellie,fashion,229274.0,306.0,544.0
idasjunnesson,fashion,48886.0,407.0,750.0
brunellacacciuni,fashion,428163.0,684.0,250.0
gqsouthafrica,fashion,56758.0,1058.0,844.0
fashiontuna,fashion,108077.0,989.0,2191.0
paularallis,fashion,52738.0,6266.0,965.0
smnmll,fashion,33988.0,1291.0,239.0
rompersandrhubarb,fashion,1495.0,2411.0,257.0
moooon_child,fashion,2690.0,3136.0,602.0
minnahigh,fashion,159614.0,831.0,848.0
latainax3,fashion,746844.0,789.0,568.0
kirstivaikla,fashion,8347.0,909.0,522.0
deusaconstanzi,fashion,183859.0,1939.0,3146.0
ana__s__world,fashion,19422.0,2890.0,712.0
eyesontalents,fashion,5632.0,247.0,1116.0
camillalucchi_,fashion,97798.0,812.0,1171.0
astylebreeze,fashion,12477.0,2554.0,624.0
worldofannna,fashion,7187.0,2362.0,2491.0
roxylimon,fashion,49894.0,577.0,1715.0
sejalkumar1195,fashion,427306.0,120.0,2274.0
tanfizzle,fashion,5713.0,351.0,812.0
heba_jay,fashion,169090.0,954.0,1225.0
yasmin_hml,fashion,7994.0,746.0,237.0
theredlippedgypsy,fashion,14587.0,6281.0,780.0
mimiandchichi,fashion,58756.0,856.0,1252.0
thebretonbird,fashion,20768.0,1243.0,1414.0
shaynasenior,fashion,44893.0,435.0,475.0
guapas4ever,fashion,96582.0,1357.0,1072.0
blueblouseblog,fashion,18406.0,1157.0,421.0
trinidaddelanoi,fashion,224433.0,689.0,966.0
goingforgrace,fashion,16918.0,524.0,347.0
gisellafrancisca,fashion,20542.0,2178.0,3231.0
theclassygiraffe,fashion,11757.0,1371.0,500.0
serendipity.ave,fashion,47089.0,859.0,1932.0
jumana_khan_,fashion,494754.0,333.0,543.0
lexrucker,fashion,4153.0,658.0,784.0
beautyjulianna_,fashion,58889.0,752.0,386.0
missmikaylag,fashion,43058.0,1148.0,1600.0
eff.ulloa,fashion,103519.0,634.0,692.0
trendsofmens,fashion,6370.0,2557.0,696.0
patriciagloriacontreras,fashion,169268.0,1719.0,369.0
danimorlop,fashion,56319.0,994.0,872.0
caroline.chagnon,fashion,32256.0,738.0,462.0
natashaleeds,fashion,65143.0,675.0,617.0
makeupbuthow,fashion,38540.0,425.0,518.0
juliaa.pawlowska,fashion,13669.0,5476.0,300.0
iam_she1,fashion,17875.0,2864.0,353.0
camillaabry,fashion,18134.0,952.0,978.0
ama.peters,fashion,46496.0,3475.0,553.0
withnatasha,fashion,13247.0,2116.0,384.0
thelasurvivalguide,fashion,114479.0,743.0,2591.0
susiessu,fashion,41566.0,1447.0,418.0
pursuingpretty,fashion,78914.0,760.0,1791.0
gladys.warden,fashion,3784.0,1441.0,981.0
beckienye,fashion,1117.0,743.0,434.0
alemaglietti,fashion,1026506.0,1603.0,3163.0
beautyrocksblog,fashion,25492.0,1492.0,3243.0
raynnaralira,fashion,56680.0,1823.0,2212.0
larissabruin,fashion,95482.0,985.0,2110.0
a_littlebitoflife,fashion,7831.0,1013.0,1740.0
snjezi,fashion,72257.0,441.0,1156.0
daniellemetzler_,fashion,7460.0,1947.0,942.0
annam.ahmad,fashion,126655.0,382.0,665.0
piperrockelle,fashion,667486.0,1393.0,1605.0
thechloewilde,fashion,32735.0,951.0,3549.0
olga_mykha_,fashion,12937.0,2511.0,407.0
hillea,fashion,5669.0,3022.0,299.0
shawavenue,fashion,10123.0,5854.0,1376.0
morgan.wynne,fashion,1321.0,991.0,449.0
savannah.clarke,fashion,53885.0,2291.0,1092.0
grasiemercedes,fashion,77275.0,1800.0,4048.0
sofiasolisb,fashion,5060.0,1689.0,214.0
thesteelemaiden,fashion,10286.0,997.0,3991.0
hannahmeloche,fashion,1063150.0,391.0,283.0
katyaakuma,fashion,157104.0,1750.0,748.0
yin.stagram,fashion,4953.0,919.0,768.0
missmalinifashion,fashion,43586.0,400.0,2287.0
theperennialstyle,fashion,117161.0,1137.0,2199.0
sophieschumacher0,fashion,45241.0,394.0,355.0
simonnndjock,fashion,21428.0,262.0,355.0
tyne_lexy_clarson,fashion,402957.0,1411.0,1384.0
